availability,size,total_sqft,bath,balcony,price,location
19-Jul,3 BHK,1593,3,1,188.8,Lalitpur
Ready To Move,2 BHK,1333,2,2,123.632,Kathmandu
Ready To Move,3 Bedroom,1100,3,1,176,Kathmandu
Ready To Move,3 BHK,1375,2,1,87.984,Kathmandu
Ready To Move,3 BHK,1650,3,3,131.2,Kathmandu
Ready To Move,3 BHK,1430,2,2,82.368,Lalitpur
Ready To Move,2 BHK,940,2,1,86.4,Kathmandu
Ready To Move,1 BHK,435,1,1,33.6,Bhaktapur
Ready To Move,2 BHK,1160,2,2,58.464,Lalitpur
18-Mar,3 BHK,1500,2,1,124,Bhaktapur
Ready To Move,3 BHK,1890,2,1,160,Lalitpur
Ready To Move,2 BHK,1050,2,1,112,Kathmandu
Ready To Move,6 Bedroom,1200,6,3,352,Kathmandu
Ready To Move,2 BHK,1027,2,2,68.8,Bhaktapur
18-Dec,3 BHK,1390 - 1600,,,98.048,Kathmandu
Ready To Move,3 Bedroom,3000,4,2,376,Bhaktapur
Ready To Move,3 BHK,1459,2,1,152,Kathmandu
21-Mar,3 BHK,1711,3,3,136.976,Kathmandu
22-Jun,2 BHK,1250,2,2,156.8,Lalitpur
18-Sep,1 BHK,645,1,1,26.32,Bhaktapur
Ready To Move,2 Bedroom,875,2,1,91.2,Kathmandu
18-Feb,2 BHK,1334,2,1,107.2,Lalitpur
18-Dec,2 BHK,1140,2,1,52.672,Bhaktapur
Ready To Move,2 BHK,1115,2,2,80,Bhaktapur
Ready To Move,3 Bedroom,1200,5,2,320,Lalitpur
18-Aug,3 BHK,1776,3,1,304,Bhaktapur
Ready To Move,3 BHK,2072,4,2,256,Lalitpur
Ready To Move,3 Bedroom,1600,3,2,272,Lalitpur
Ready To Move,6 Bedroom,1200,4,2,184,Lalitpur
Ready To Move,2 BHK,920,2,3,62.4,Kathmandu
19-Feb,2 BHK,598 - 958,2,0,40.464,Lalitpur
Ready To Move,4 Bedroom,1310,3,3,152,Kathmandu
Ready To Move,3 BHK,1631,3,2,128,Kathmandu
21-Dec,1 BHK,525,1,1,44,Lalitpur
Ready To Move,3 BHK,1395,3,3,131.2,Bhaktapur
Ready To Move,3 BHK,2000,3,2,168,Lalitpur
18-Jul,2 BHK,1232,2,1,105.6,Bhaktapur
Ready To Move,2 BHK,1075,2,1,88,Kathmandu
Ready To Move,2 BHK,1205,2,2,112,Lalitpur
Ready To Move,4 Bedroom,1200,4,2,264,Kathmandu
Ready To Move,4 BHK,2340,5,1,206.4,Kathmandu
Ready To Move,3 BHK,1179,2,1,88,Bhaktapur
Ready To Move,2 BHK,1013,2,1,81.6,Kathmandu
Ready To Move,2 BHK,1160,2,2,64.96,Kathmandu
Ready To Move,8 Bedroom,1500Cents,6,2,464,Kathmandu
Ready To Move,2 BHK,1200,2,2,100,Lalitpur
Ready To Move,7 Bedroom,1200,5,0,128,Lalitpur
Ready To Move,3 BHK,1255,2,3,80.304,Lalitpur
Ready To Move,3 BHK,1100,2,1,232,Bhaktapur
Ready To Move,2 BHK,1069,2,1,88,Kathmandu
Ready To Move,3 Bedroom,1200,3,2,158.4,Lalitpur
Ready To Move,1 BHK,1400,1,1,456,Bhaktapur
Ready To Move,2 BHK,1065,2,2,88,Lalitpur
Ready To Move,2 BHK,1395,2,0,120,Lalitpur
Ready To Move,3 BHK,1725,2,1,264,Bhaktapur
Ready To Move,2 BHK,1007,2,2,68.8,Bhaktapur
Ready To Move,3 BHK,1436,2,2,88,Kathmandu
Ready To Move,6 BHK,4250,6,3,240,Kathmandu
19-Jun,3 BHK,1645,3,2,187.2,Lalitpur
Ready To Move,2 Bedroom,1200,2,0,92.8,Bhaktapur
19-Apr,2 BHK,940,2,1,69.776,Kathmandu
Ready To Move,6 Bedroom,4300,6,2,280,Lalitpur
20-Dec,3 BHK,2850,5,3,548.8,Bhaktapur
Ready To Move,3 BHK,1740,3,2,305.6,Kathmandu
18-May,2 BHK,1194,2,2,75.2,Lalitpur
Ready To Move,3 BHK,3761,3,2,1040,Kathmandu
Ready To Move,3 BHK,1829,3,2,200,Kathmandu
Ready To Move,4 Bedroom,1800,4,3,284.8,Lalitpur
Ready To Move,2 BHK,1000,2,1,96,Bhaktapur
Ready To Move,3 Bedroom,5720,3,0,560,Lalitpur
Ready To Move,5 Bedroom,800,4,2,156.8,Bhaktapur
Ready To Move,2 BHK,675,1,1,24,Kathmandu
Ready To Move,2 BHK,1390,2,2,152,Kathmandu
Ready To Move,3 BHK,1500,3,2,166.4,Lalitpur
21-Jun,3 BHK,2047,3,2,217.6,Lalitpur
Ready To Move,2 BHK,1202,2,1,126.4,Kathmandu
Ready To Move,2 BHK,1012,2,1,94.4,Kathmandu
Ready To Move,3 BHK,2132,3,3,128,Bhaktapur
Ready To Move,4 Bedroom,1350,4,3,544,Kathmandu
Ready To Move,1 BHK,605,1,1,64,Lalitpur
Ready To Move,2 BHK,1331,2,1,140.8,Bhaktapur
18-May,2 Bedroom,1200,2,0,110.4,Kathmandu
Ready To Move,2 BHK,1150,2,0,400,Lalitpur
Ready To Move,2 Bedroom,1200,2,1,217.6,Bhaktapur
Ready To Move,2 Bedroom,1800,2,0,480,Kathmandu
Ready To Move,3 Bedroom,600,2,1,80,Bhaktapur
Ready To Move,3 BHK,1280,2,2,78.4,Lalitpur
Ready To Move,2 BHK,1007,2,1,99.2,Lalitpur
18-May,3 BHK,1370,2,1,97.6,Kathmandu
Ready To Move,2 BHK,925,2,2,56,Lalitpur
Ready To Move,2 BHK,1500,2,0,120,Kathmandu
Ready To Move,1 BHK,450,1,1,20,Bhaktapur
Ready To Move,4 Bedroom,1200,4,1,224,Bhaktapur
19-Mar,2 BHK,1341,2,1,152,Kathmandu
Ready To Move,3 BHK,1350,2,2,75.6,Kathmandu
Ready To Move,2 BHK,992,2,1,96,Lalitpur
Ready To Move,2 BHK,1163,2,2,108.8,Kathmandu
Ready To Move,2 BHK,1229,2,2,112,Lalitpur
Ready To Move,2 Bedroom,600,2,2,62.4,Bhaktapur
Ready To Move,2 BHK,1219,2,1,98.016,Lalitpur
Ready To Move,3 BHK,1525,2,2,158.608,Bhaktapur
20-Jun,2 BHK,1147,2,1,96,Kathmandu
Ready To Move,3 BHK,1412,2,3,140.8,Lalitpur
Ready To Move,9 Bedroom,1200,9,3,344,Lalitpur
19-Jun,2 BHK,1044,2,1,55.632,Kathmandu
Ready To Move,2 BHK,1190,2,2,100.8,Lalitpur
Ready To Move,3 BHK,1240,2,2,104,Lalitpur
Ready To Move,3 BHK,1352,3,1,104,Kathmandu
Ready To Move,2 BHK,1100,2,2,88,Kathmandu
Ready To Move,3 BHK,1330,2,2,63.84,Lalitpur
20-Nov,3 BHK,1700,3,2,177.6,Lalitpur
18-Apr,2 BHK,1355,2,1,107.2,Kathmandu
18-Nov,2 BHK,1200,2,1,73.6,Kathmandu
Ready To Move,1 BHK,400,2,1,40,Bhaktapur
Ready To Move,2 BHK,1342,2,,112,Kathmandu
Ready To Move,3 BHK,1615,3,2,81.392,Kathmandu
Ready To Move,2 BHK,1340,2,1,104,Lalitpur
Ready To Move,2 BHK,1200,2,1,86.4,Bhaktapur
Ready To Move,1 Bedroom,400,1,0,88,Kathmandu
Ready To Move,2 BHK,1080,2,1,83.2,Kathmandu
Ready To Move,2 BHK,1600,2,1,49.6,Bhaktapur
Ready To Move,2 BHK,1200,2,0,54.4,Kathmandu
17-Apr,3 Bedroom,2700,3,2,240,Bhaktapur
Ready To Move,3 Bedroom,1780,3,0,176,Bhaktapur
Ready To Move,3 BHK,1605,3,2,104,Bhaktapur
17-Sep,4 BHK,7200,5,2,2534.4,Lalitpur
Ready To Move,3 Bedroom,646,2,1,104,Kathmandu
Ready To Move,2 BHK,1200,2,2,128,Bhaktapur
Ready To Move,2 Bedroom,900,2,0,78.4,Lalitpur
19-Dec,3 Bedroom,1830,3,1,140.8,Lalitpur
Ready To Move,5 Bedroom,690,4,1,132.8,Kathmandu
Ready To Move,1 BHK,650,1,3,800,Bhaktapur
Ready To Move,5 Bedroom,1800,4,1,108.8,Lalitpur
Ready To Move,3 BHK,715,2,0,51.2,Bhaktapur
18-Sep,3 BHK,1230,2,2,50.192,Kathmandu
Ready To Move,2 BHK,1065,2,1,68.144,Bhaktapur
Ready To Move,8 Bedroom,1350,8,2,296,Bhaktapur
Ready To Move,3 Bedroom,1080,3,2,238.4,Lalitpur
Ready To Move,3 BHK,900,2,0,104,Lalitpur
Ready To Move,2 BHK,946,2,2,72,Kathmandu
Ready To Move,1 BHK,1500,1,0,96,Bhaktapur
18-May,3 BHK,1711,3,1,176,Bhaktapur
Ready To Move,4 Bedroom,1200,3,2,256,Lalitpur
18-Aug,2 BHK,950,2,1,41.04,Lalitpur
Ready To Move,3 BHK,1656,3,2,128,Kathmandu
Ready To Move,2 BHK,1075,2,1,74.816,Kathmandu
Ready To Move,3 BHK,1752.12,3,2,212.8,Kathmandu
Ready To Move,8 Bedroom,6000,8,0,352,Kathmandu
Ready To Move,3 BHK,1540,3,3,136,Lalitpur
Ready To Move,4 Bedroom,600,4,3,200,Kathmandu
Ready To Move,1 BHK,665,1,2,51.2,Bhaktapur
Ready To Move,3 BHK,1665,3,,176,Lalitpur
18-Mar,2 BHK,1145,2,1,86.4,Lalitpur
18-Aug,2 BHK,1185,2,2,65.6,Bhaktapur
Ready To Move,3 Bedroom,1200,3,1,304,Lalitpur
Ready To Move,3 BHK,1693,3,2,200,Lalitpur
Ready To Move,3 BHK,2456,3,3,352,Bhaktapur
Ready To Move,3 BHK,2559,3,2,644.8,Bhaktapur
Ready To Move,2 BHK,1155,2,1,64.96,Lalitpur
17-Oct,3 BHK,1610,2,2,103.04,Kathmandu
18-Nov,3 Bedroom,1200,3,2,90.528,Lalitpur
Ready To Move,2 Bedroom,1530,2,1,296,Kathmandu
Ready To Move,3 BHK,1709,3,1,128,Bhaktapur
Ready To Move,4 Bedroom,600,4,0,96,Kathmandu
Ready To Move,8 Bedroom,2700,8,,464,Bhaktapur
Ready To Move,1 Bedroom,840,1,1,240,Bhaktapur
Ready To Move,3 BHK,1400,2,1,80,Lalitpur
Ready To Move,2 BHK,1200,2,1,67.2,Bhaktapur
Ready To Move,3 BHK,1439,3,1,91.568,Kathmandu
Ready To Move,2 BHK,1375,2,2,115.2,Bhaktapur
Ready To Move,5 Bedroom,2990,5,3,665.6,Kathmandu
Ready To Move,3 BHK,1200,2,1,120,Lalitpur
Ready To Move,2 BHK,1315,2,3,120,Kathmandu
18-Mar,2 Bedroom,1500,2,0,64,Lalitpur
Ready To Move,6 Bedroom,3600,6,1,320,Bhaktapur
Ready To Move,2 BHK,1178,2,3,131.2,Bhaktapur
Ready To Move,3 BHK,1430,3,2,94.4,Lalitpur
Ready To Move,3 BHK,1400,2,2,105.28,Lalitpur
Ready To Move,2 BHK,1093,2,2,115.2,Bhaktapur
Ready To Move,2 BHK,1200,2,1,72,Bhaktapur
Ready To Move,5 Bedroom,5000,6,1,576,Kathmandu
15-Dec,3 BHK,1200,2,0,208,Bhaktapur
18-Apr,3 BHK,2210,3,2,249.6,Bhaktapur
Ready To Move,2 BHK,1150,2,2,112,Kathmandu
Ready To Move,3 BHK,1435,2,1,96,Lalitpur
Ready To Move,4 Bedroom,600,3,,160,Lalitpur
20-Dec,2 BHK,1173,2,1,125.12,Lalitpur
Ready To Move,2 BHK,1140,2,1,62.4,Kathmandu
Ready To Move,3 BHK,1717,3,3,192,Kathmandu
Ready To Move,2 BHK,1325,2,,104,Bhaktapur
Ready To Move,3 BHK,1370,3,2,107.2,Lalitpur
21-Aug,2 BHK,1025,2,1,144,Lalitpur
Ready To Move,3 BHK,1409,2,3,99.2,Bhaktapur
Ready To Move,2 BHK,1200,2,1,83.2,Lalitpur
Ready To Move,2 BHK,1200,2,1,85.6,Lalitpur
18-Feb,3 BHK,1740,4,3,208,Lalitpur
19-Mar,2 BHK,1232,2,1,140.8,Kathmandu
18-Nov,2 Bedroom,1200,2,1,57.6,Lalitpur
Ready To Move,4 BHK,5924,4,3,1000,Lalitpur
Ready To Move,2 BHK,1250,2,1,80,Kathmandu
Ready To Move,2 BHK,1475,2,2,273.6,Bhaktapur
Ready To Move,4 BHK,2100,4,2,136,Lalitpur
Ready To Move,1 BHK,552,1,1,37.6,Lalitpur
Ready To Move,3 BHK,1065,2,2,68.144,Kathmandu
17-Aug,3 Bedroom,1000,3,1,208,Bhaktapur
Ready To Move,2 Bedroom,1225,2,0,104,Kathmandu
Ready To Move,1 BHK,650,1,0,25.6,Bhaktapur
Ready To Move,2 BHK,1067,2,2,83.2,Bhaktapur
Ready To Move,3 BHK,1364,2,2,89.6,Kathmandu
Ready To Move,3 BHK,1750,3,3,120,Lalitpur
Ready To Move,2 BHK,1240,2,1,113.6,Lalitpur
Ready To Move,2 Bedroom,1200,2,0,120,Lalitpur
Ready To Move,3 BHK,1540,3,,120,Lalitpur
Ready To Move,3 BHK,1504,2,2,163.2,Kathmandu
Ready To Move,2 BHK,1116,2,1,79.68,Bhaktapur
Ready To Move,3 BHK,2365,4,2,280,Bhaktapur
Ready To Move,2 BHK,1308,2,2,59.2,Bhaktapur
Ready To Move,2 BHK,864,2,0,72,Lalitpur
Ready To Move,5 Bedroom,1200,5,1,222.4,Kathmandu
Ready To Move,3 BHK,1069,2,,60.8,Bhaktapur
Ready To Move,2 BHK,1333,2,1,160,Bhaktapur
Ready To Move,4 BHK,1800,4,1,232,Bhaktapur
Ready To Move,4 Bedroom,6136,4,,880,Lalitpur
Ready To Move,3 BHK,1698,3,2,171.2,Bhaktapur
18-Jun,3 BHK,1275,2,2,69.76,Kathmandu
Ready To Move,2 BHK,1060,2,1,76.8,Lalitpur
Ready To Move,2 BHK,1160,2,1,78.4,Kathmandu
Ready To Move,3 BHK,1484,2,,104,Kathmandu
Ready To Move,3 Bedroom,675,3,1,112,Bhaktapur
Ready To Move,3 Bedroom,1200,5,,520,Lalitpur
Ready To Move,2 BHK,1310,2,1,105.6,Bhaktapur
Ready To Move,6 Bedroom,1806,6,1,592,Bhaktapur
Ready To Move,4 BHK,3000,4,,384,Lalitpur
Ready To Move,3 BHK,2145,3,2,264,Bhaktapur
Ready To Move,3 BHK,1693,3,1,200,Bhaktapur
Ready To Move,3 BHK,1230,3,3,96,Bhaktapur
18-Jan,3 Bedroom,1200,3,1,232,Bhaktapur
18-Aug,3 BHK,1310,2,1,60.528,Kathmandu
Ready To Move,2 BHK,1150,2,1,96,Kathmandu
18-Apr,3 BHK,1385,2,2,106.4,Kathmandu
Ready To Move,2 BHK,1066,2,2,84,Bhaktapur
19-Dec,3 BHK,2293,3,2,128.416,Bhaktapur
Ready To Move,3 Bedroom,720,3,1,129.6,Bhaktapur
Ready To Move,3 BHK,1625,3,3,147.2,Bhaktapur
Ready To Move,2 BHK,1246,2,1,107.84,Bhaktapur
Ready To Move,4 Bedroom,2100,6,1,403.2,Lalitpur
Ready To Move,4 BHK,2400,4,3,400,Kathmandu
Ready To Move,6 Bedroom,3900,6,,312,Lalitpur
Ready To Move,2 BHK,1000,2,1,113.04,Lalitpur
Ready To Move,2 BHK,907,2,2,60.8,Kathmandu
Ready To Move,4 Bedroom,3500,4,0,220.8,Lalitpur
Ready To Move,3 BHK,1395,2,3,126.4,Kathmandu
Ready To Move,2 BHK,1180,2,2,80,Bhaktapur
Ready To Move,5 Bedroom,1903,6,2,224,Kathmandu
18-Mar,2 BHK,1175,2,1,75.2,Lalitpur
Ready To Move,2 BHK,1272,2,2,82.4,Lalitpur
Ready To Move,3 BHK,1490,2,1,147.2,Lalitpur
Ready To Move,2 BHK,1144,2,2,107.2,Kathmandu
17-Aug,4 Bedroom,2400,5,,224,Kathmandu
Ready To Move,2 BHK,1143,2,1,84.8,Kathmandu
Ready To Move,3 Bedroom,2500,3,2,304,Lalitpur
18-Dec,2 BHK,1216,2,1,120,Lalitpur
17-Jun,2 BHK,1044,2,1,96,Bhaktapur
Ready To Move,2 BHK,1352,3,1,148.8,Kathmandu
Ready To Move,3 BHK,1552,3,3,120,Lalitpur
Ready To Move,3 BHK,1785,3,2,192,Kathmandu
Ready To Move,2 BHK,810,2,2,55.2,Kathmandu
18-May,3 BHK,1650,3,2,83.168,Lalitpur
Ready To Move,3 BHK,1595,3,2,112.624,Kathmandu
Ready To Move,2 BHK,1060,2,1,56,Lalitpur
Ready To Move,3 BHK,1410,2,3,104,Lalitpur
Ready To Move,3 BHK,1523,2,2,89.6,Kathmandu
19-Jan,3 BHK,1591,3,1,195.2,Kathmandu
Ready To Move,3 BHK,1640,3,3,134.4,Kathmandu
Ready To Move,1 BHK,450,1,0,25.6,Lalitpur
Ready To Move,3 BHK,1305,2,2,96,Kathmandu
Ready To Move,3 BHK,1590,3,1,86.4,Bhaktapur
Ready To Move,2 BHK,1240,2,3,72,Lalitpur
Ready To Move,2 BHK,1200,2,2,86.4,Bhaktapur
Ready To Move,2 BHK,1100,2,1,65.856,Lalitpur
Ready To Move,2 BHK,1180,2,1,204.8,Kathmandu
Ready To Move,2 BHK,1115,2,1,80,Bhaktapur
Ready To Move,2 BHK,845,2,1,52.8,Kathmandu
Ready To Move,3 BHK,1567.2,2,0,304,Kathmandu
Ready To Move,3 BHK,1310,2,2,72,Bhaktapur
Ready To Move,1 Bedroom,26136,1,0,240,Lalitpur
Ready To Move,2 BHK,959,2,1,68,Kathmandu
Ready To Move,4 BHK,1200,4,1,224,Bhaktapur
Ready To Move,2 BHK,883,2,1,59.2,Lalitpur
Ready To Move,2 BHK,1050,2,2,88.8,Lalitpur
21-Mar,2 BHK,1390,2,2,112.336,Bhaktapur
Ready To Move,2 BHK,132Sq. Yards,2,3,73.6,Kathmandu
Ready To Move,3 BHK,1280,2,2,110.4,Bhaktapur
Ready To Move,7 Bedroom,1280,5,3,240,Bhaktapur
Ready To Move,3 BHK,1614,3,2,152,Lalitpur
Ready To Move,2 BHK,1000,2,0,92.8,Bhaktapur
18-Apr,2 BHK,1196,2,2,92.64,Kathmandu
Ready To Move,3 BHK,1220,3,2,91.2,Bhaktapur
19-Apr,2 BHK,950,2,1,51.12,Bhaktapur
Ready To Move,9 BHK,2400,8,,520,Bhaktapur
Ready To Move,2 BHK,1141,2,1,88,Kathmandu
Ready To Move,2 BHK,1200,2,2,81.6,Kathmandu
Ready To Move,3 BHK,1380,2,2,88,Bhaktapur
Ready To Move,2 BHK,855,2,1,51.2,Kathmandu
18-Sep,1 BHK,645,1,1,26.32,Lalitpur
Ready To Move,2 BHK,922,2,1,57.6,Bhaktapur
Ready To Move,2 BHK,1200,2,2,69.12,Bhaktapur
Ready To Move,3 BHK,1240,2,2,104,Lalitpur
18-Aug,2 BHK,1070,2,2,67.2,Lalitpur
Ready To Move,2 BHK,1293,2,2,120,Kathmandu
Ready To Move,3 BHK,1380,2,1,80,Lalitpur
Ready To Move,3 BHK,1599,3,2,128,Lalitpur
Ready To Move,2 BHK,967,2,2,65.76,Bhaktapur
Ready To Move,3 BHK,1885,3,3,144,Bhaktapur
Ready To Move,2 BHK,860,2,2,104.8,Lalitpur
Ready To Move,1 Bedroom,1075,1,0,31.2,Bhaktapur
Ready To Move,2 BHK,1050,2,1,101.6,Bhaktapur
Ready To Move,3 BHK,1595,3,2,140.8,Lalitpur
Ready To Move,2 BHK,1350,2,2,163.2,Lalitpur
Ready To Move,2 BHK,1204,2,2,72,Lalitpur
Ready To Move,4 BHK,2990,4,,384,Bhaktapur
Ready To Move,2 BHK,1035,2,2,78.4,Bhaktapur
18-Dec,2 BHK,1000,2,1,47.92,Lalitpur
Ready To Move,3 BHK,1457,3,3,136,Lalitpur
Ready To Move,2 BHK,1194,2,2,75.2,Lalitpur
21-Dec,2 BHK,1100,2,1,105.6,Bhaktapur
18-Mar,3 BHK,1655,3,3,192,Kathmandu
Ready To Move,3 BHK,1691.2,3,1,184,Bhaktapur
18-Jun,2 BHK,1215,2,1,73.76,Lalitpur
Ready To Move,2 BHK,1010 - 1300,2,0,80.2,Kathmandu
22-Jun,3 BHK,1639,3,2,206.4,Kathmandu
18-Apr,3 BHK,1685,3,1,216,Lalitpur
Ready To Move,5 Bedroom,1008,4,2,288,Kathmandu
Ready To Move,2 BHK,1100,2,3,60.8,Lalitpur
19-Sep,3 BHK,2122,3,2,200,Bhaktapur
Ready To Move,2 BHK,1050,2,2,75.2,Bhaktapur
Ready To Move,2 BHK,1230,2,2,72,Bhaktapur
Ready To Move,3 BHK,1240,3,2,96,Kathmandu
16-Oct,3 BHK,1252,2,3,104,Bhaktapur
Ready To Move,3 BHK,1374,2,2,140.8,Bhaktapur
18-Jul,1 BHK,500,1,1,48,Lalitpur
Ready To Move,8 Bedroom,1200,8,2,360,Lalitpur
18-Dec,3 BHK,1355,3,2,134.192,Bhaktapur
Ready To Move,2 BHK,1040,2,3,72,Bhaktapur
Ready To Move,2 BHK,1350,2,2,108.8,Lalitpur
18-Apr,4 BHK,4003,6,3,480,Lalitpur
Ready To Move,3 BHK,2400,3,,216,Bhaktapur
Ready To Move,3 BHK,1560,3,1,144,Lalitpur
17-Jul,2 BHK,1151,2,1,69.056,Lalitpur
Ready To Move,3 BHK,1360,2,2,76.144,Kathmandu
Ready To Move,2 BHK,1250,2,2,96,Bhaktapur
19-Dec,3 BHK,1110,2,2,47.952,Kathmandu
Ready To Move,2 BHK,1015,2,2,80,Lalitpur
Ready To Move,3 BHK,1351,2,2,124.8,Lalitpur
Ready To Move,2 BHK,960,2,2,80,Kathmandu
18-May,2 BHK,1110,2,2,83.2,Bhaktapur
Ready To Move,3 BHK,1680,3,2,115.2,Kathmandu
Ready To Move,3 Bedroom,2400,3,1,288,Bhaktapur
18-Apr,4 Bedroom,11000,5,3,3200,Bhaktapur
18-Mar,3 BHK,1350,3,2,77.76,Lalitpur
Ready To Move,2 BHK,1254,2,2,75.2,Kathmandu
Ready To Move,3 BHK,1255,3,2,184,Lalitpur
Ready To Move,2 BHK,1051,2,3,97.6,Kathmandu
Ready To Move,3 Bedroom,1200,3,1,328,Lalitpur
Ready To Move,2 BHK,1099,2,2,104,Lalitpur
Ready To Move,3 BHK,2650,4,3,318.4,Kathmandu
18-May,4 Bedroom,2000,2,1,256,Kathmandu
Ready To Move,2 BHK,1541,2,2,208,Kathmandu
18-May,3 Bedroom,1200,3,2,112,Lalitpur
Ready To Move,2 BHK,1125,2,2,72,Bhaktapur
Ready To Move,3 BHK,1650,3,2,136,Lalitpur
Ready To Move,1 BHK,834,1,1,99.2,Lalitpur
Ready To Move,3 BHK,1320,3,2,96,Bhaktapur
Ready To Move,3 Bedroom,1200,3,1,238.4,Lalitpur
Ready To Move,8 Bedroom,1000,7,0,256,Bhaktapur
19-Apr,3 BHK,1500,3,2,118.4,Bhaktapur
Ready To Move,4 Bedroom,4400,5,2,800,Bhaktapur
Ready To Move,1 Bedroom,2Acres,1,0,200,Bhaktapur
Ready To Move,1 Bedroom,600,1,0,83.2,Kathmandu
Ready To Move,2 BHK,1180,2,2,112,Bhaktapur
Ready To Move,2 BHK,1010,2,1,80,Lalitpur
Ready To Move,2 BHK,1070,2,1,60.8,Lalitpur
Ready To Move,3 BHK,1580,3,3,168,Kathmandu
Ready To Move,4 Bedroom,1200,5,,520,Bhaktapur
Ready To Move,3 BHK,2000,3,,264,Kathmandu
Ready To Move,3 BHK,1920,3,2,208,Kathmandu
Ready To Move,3 BHK,1200,2,1,121.6,Lalitpur
Ready To Move,2 BHK,1040,2,2,72,Bhaktapur
Ready To Move,3 BHK,1430,2,2,144,Lalitpur
Ready To Move,3 BHK,1215,2,2,84.56,Bhaktapur
Ready To Move,1 BHK,650,1,1,112,Kathmandu
Ready To Move,3 BHK,1564,3,1,168,Bhaktapur
Ready To Move,3 Bedroom,800,2,1,83.2,Bhaktapur
Ready To Move,2 Bedroom,750,2,0,92.8,Bhaktapur
Ready To Move,2 BHK,1200,2,2,96,Kathmandu
Ready To Move,2 BHK,1128,2,1,78.064,Kathmandu
Ready To Move,2 BHK,1200,2,2,71.04,Lalitpur
Ready To Move,4 BHK,2000,4,1,216,Kathmandu
Ready To Move,3 BHK,2750,3,,416,Lalitpur
Ready To Move,4 Bedroom,2400,4,2,768,Bhaktapur
Ready To Move,3 BHK,1650,3,3,168,Lalitpur
18-Jun,2 BHK,1235,2,2,236.8,Kathmandu
Ready To Move,2 BHK,1200,2,2,88,Lalitpur
Ready To Move,6 BHK,900,5,,160,Bhaktapur
Ready To Move,2 BHK,985,2,2,67.2,Bhaktapur
18-May,3 BHK,1475,2,2,100.8,Kathmandu
Ready To Move,3 BHK,3450,5,0,556.8,Lalitpur
19-Nov,3 BHK,1157,2,1,86.384,Bhaktapur
Ready To Move,2 BHK,900,2,3,56,Bhaktapur
Ready To Move,4 Bedroom,2500,3,2,192,Lalitpur
Ready To Move,2 BHK,1030,2,1,96,Lalitpur
18-Apr,2 BHK,1000,2,1,73.6,Bhaktapur
Ready To Move,4 Bedroom,3800,3,3,520,Kathmandu
18-May,4 Bedroom,4260,4,2,532.8,Bhaktapur
Ready To Move,5 Bedroom,1950,6,3,280,Lalitpur
Ready To Move,3 BHK,1570,2,2,105.504,Bhaktapur
18-Aug,2 BHK,1283,2,2,108.8,Kathmandu
Ready To Move,3 BHK,875,2,2,64,Lalitpur
Ready To Move,2 BHK,1200,2,2,83.2,Bhaktapur
Ready To Move,3 Bedroom,2700,3,0,800,Bhaktapur
Ready To Move,3 Bedroom,2400,2,3,288,Lalitpur
Ready To Move,3 BHK,1250,2,2,110,Lalitpur
18-Feb,4 BHK,3630,6,1,313.6,Bhaktapur
Ready To Move,2 BHK,990,2,2,60.192,Bhaktapur
Ready To Move,2 BHK,1199,2,1,136,Bhaktapur
Ready To Move,2 BHK,1280,2,2,144,Bhaktapur
20-May,4 BHK,2750,4,0,660.8,Kathmandu
Ready To Move,2 BHK,1190,2,1,88,Bhaktapur
Ready To Move,2 BHK,1100,2,2,96,Bhaktapur
Ready To Move,3 BHK,2075,3,1,280,Lalitpur
Ready To Move,2 BHK,1133,2,1,88,Lalitpur
Ready To Move,4 BHK,2400,3,3,224,Kathmandu
Ready To Move,2 BHK,1280,2,2,110.4,Lalitpur
Ready To Move,3 BHK,1250,3,2,104,Lalitpur
Ready To Move,3 BHK,1565,2,2,78.88,Bhaktapur
Ready To Move,3 BHK,1900,3,0,104,Lalitpur
Ready To Move,2 BHK,1080,2,2,72,Kathmandu
Ready To Move,1 BHK,600,1,0,75.2,Bhaktapur
Ready To Move,3 Bedroom,1240,4,1,288,Lalitpur
Ready To Move,3 BHK,1335,2,1,139.2,Kathmandu
Ready To Move,2 BHK,1246,2,1,107.68,Bhaktapur
18-Dec,3 BHK,3103 - 3890,,,380,Kathmandu
Ready To Move,3 BHK,1385,3,1,88,Kathmandu
18-Nov,3 BHK,1578,3,1,118.24,Bhaktapur
Ready To Move,2 BHK,1140,2,2,73.6,Bhaktapur
18-Dec,3 BHK,1700,3,1,127.84,Bhaktapur
Ready To Move,4 Bedroom,1050,4,0,144,Kathmandu
Ready To Move,2 BHK,1120,2,1,112,Kathmandu
Ready To Move,1 BHK,435,1,1,35.2,Bhaktapur
Ready To Move,2 BHK,1116,2,1,83.024,Lalitpur
Ready To Move,3 BHK,1480,3,2,152,Bhaktapur
Ready To Move,2 BHK,1000,2,2,80,Lalitpur
Ready To Move,2 BHK,1145,2,2,73.6,Bhaktapur
Ready To Move,2 BHK,800,1,1,51.2,Kathmandu
18-Apr,2 BHK,1265,2,1,132.8,Bhaktapur
21-Jul,3 BHK,1450 - 1950,3,0,141.12,Lalitpur
Ready To Move,2 BHK,1475,2,1,112,Kathmandu
Ready To Move,2 BHK,1265,2,2,88,Bhaktapur
Ready To Move,2 Bedroom,1200,2,0,92.8,Kathmandu
